25,4,23,20,19,8,9,2,12,13,10,32,14,29,6,27,17,21,31,5,18,1,36,30,35,3,7,15,11,34,33,26,24,28,22,16
1,9,24,30,16,11,5,18,21,3,22,6,19,31,33,32,35,34,10,14,7,26,28,8,20,2,25,36,12,27,23,4,15,13,29,17
14,6,32,18,33,34,16,4,20,1,30,35,15,26,3,28,8,10,12,19,17,24,25,27,23,13,29,5,31,22,21,9,2,7,11,36
26,31,27,36,35,2,29,17,33,14,7,15,4,22,30,13,23,25,16,9,20,11,34,3,8,21,32,24,10,28,18,6,1,12,19,5
15,19,4,16,22,35,17,6,32,27,29,21,28,34,10,2,18,30,11,31,5,14,8,24,12,25,9,13,7,20,1,33,3,26,36,23
13,24,18,26,11,29,2,9,4,19,3,22,23,33,32,12,31,1,7,35,15,6,21,17,16,28,36,34,27,5,8,25,14,20,10,30
31,5,14,12,36,1,10,15,23,16,11,7,17,20,25,19,13,24,33,28,34,27,30,26,3,4,8,32,6,29,35,2,21,22,18,9
8,28,7,10,6,23,25,26,1,5,12,36,22,15,29,14,11,35,20,3,9,2,18,32,31,24,21,30,19,33,34,17,16,4,27,13
32,27,20,9,2,3,33,24,13,28,34,30,16,21,26,8,7,36,4,1,25,10,12,22,11,35,18,17,14,23,5,29,19,31,15,6
17,30,33,25,34,21,31,20,8,18,35,14,3,4,5,6,9,27,29,36,23,19,16,13,2,10,26,1,22,15,24,12,28,32,7,11
16,14,3,35,31,7,12,10,22,32,27,13,36,5,15,4,21,6,25,33,30,20,2,1,28,11,24,18,8,9,19,23,34,17,26,29
22,25,17,1,12,27,24,14,19,23,8,26,13,3,2,20,10,28,36,18,21,9,32,7,33,29,34,35,5,6,11,31,4,30,16,15
11,26,36,19,18,13,3,5,30,15,6,4,33,9,1,7,25,17,35,29,31,28,24,34,27,22,20,23,16,32,14,10,12,8,21,2
33,2,15,8,23,6,21,25,11,9,16,20,35,27,24,29,34,31,26,10,3,4,17,14,36,19,30,7,13,12,28,22,5,18,1,32
28,32,21,29,4,24,35,33,36,17,31,34,30,12,23,18,19,16,8,22,27,15,5,11,14,1,2,10,26,3,13,7,20,6,9,25
34,10,30,5,9,20,18,7,29,2,1,28,32,11,8,22,26,14,23,16,12,13,19,6,15,17,31,25,4,21,27,36,33,24,35,3
27,16,25,31,13,4,23,21,26,29,15,24,9,2,19,1,12,20,32,7,11,8,3,10,34,6,28,22,33,36,30,35,17,14,5,18
20,15,2,24,14,30,32,16,6,7,18,19,8,13,21,10,4,22,28,26,1,12,27,5,29,31,23,9,35,17,36,3,25,11,34,33
7,8,5,22,10,12,1,3,9,11,4,2,27,18,17,25,6,26,34,30,33,36,29,35,24,32,14,16,21,13,15,20,23,19,28,31
9,21,11,32,1,28,20,12,14,8,17,10,34,35,36,31,33,5,18,4,16,23,6,15,26,30,3,27,25,19,7,24,13,29,2,22
18,23,26,6,3,17,34,31,35,36,25,33,29,32,28,16,30,15,19,24,13,22,14,20,5,7,11,4,1,2,10,27,9,21,12,8
19,36,35,34,29,33,13,30,28,22,5,27,11,24,14,23,3,7,21,17,2,25,31,9,18,20,10,12,15,8,26,32,6,16,4,1
24,20,16,7,17,14,19,22,18,21,23,5,12,6,4,3,1,8,9,25,10,29,15,2,32,27,33,11,28,26,31,30,36,34,13,35
12,22,1,4,21,19,15,13,17,20,14,16,10,7,9,11,5,32,27,8,6,3,33,28,30,36,35,31,34,25,29,18,26,2,23,24
23,18,6,3,15,5,27,11,34,12,9,8,31,25,22,35,28,2,30,32,36,7,26,4,13,16,17,29,24,14,20,21,10,1,33,19
10,11,13,2,8,9,7,35,3,6,24,25,26,30,27,36,29,33,5,34,22,31,1,12,19,23,4,21,20,18,17,16,32,15,14,28
30,29,34,33,26,25,36,28,10,4,32,31,18,17,16,15,14,13,24,23,35,21,20,19,6,5,22,3,2,1,12,11,27,9,8,7
36,35,28,27,32,31,30,29,2,33,26,1,24,23,34,21,20,19,17,11,14,16,13,18,10,15,12,8,9,7,6,5,22,3,25,4
